subject_label_original	subject_label	subject_type	subject_final_label	subject_final_curie	subject_missing_final	predicate_raw	biolink_predicate	association_category	object_label_original	object_label	object_type	object_final_label	object_final_curie	object_missing_final	report_id	pmid	link	outcome
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Pleural Effusion	Pleural Effusion	PhenotypicFeature	Pleural effusion	HP:0002202	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	Patient fully recovered
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Bilateral Parenchymal Lung Consolidation	Bilateral Parenchymal Lung Consolidation	PhenotypicFeature	Lung consolidation	UMLS:C0521530	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	Patient improved
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary valvular stenosis	Pulmonary valvular stenosis	PhenotypicFeature	Valvular pulmonary stenosis	HP:0034350	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Arrhythmia	Arrhythmia	PhenotypicFeature	Arrhythmia	MONDO:0007263	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Septal defect (Atrial or Ventricular)	Septal defect (Atrial or Ventricular)	PhenotypicFeature	Abnormal cardiac septum morphology	HP:0001671	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Chylothorax (not as a result of a post-operative complication)	Chylothorax (not as a result of a post-operative complication)	PhenotypicFeature	Chylothorax	HP:0010310	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Lymphangiectasia - Pulmonary	Lymphangiectasia - Pulmonary	PhenotypicFeature	Pulmonary lymphangiectasia	HP:0006521	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Atrial tachycardia	Atrial tachycardia	PhenotypicFeature	atrial tachycardia	MONDO:0005479	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Acute heart failure	Acute heart failure	PhenotypicFeature	Acute heart failure	UMLS:C0264714	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypotension	Hypotension	PhenotypicFeature	hypotension	MONDO:0005468	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Acute respiratory distress	Acute respiratory distress	PhenotypicFeature	adult acute respiratory distress syndrome	MONDO:0100130	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Bilateral parenchymal lung consolidation	Bilateral parenchymal lung consolidation	PhenotypicFeature	Lung consolidation	UMLS:C0521530	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pleural effusion	Pleural effusion	PhenotypicFeature	Pleural effusion	HP:0002202	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
SOS1	SOS1	Gene	SOS1	NCBIGene:100520187	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
Desmopressin	Desmopressin	Drug	Desmopressin	CHEBI:4450	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Desmopressin	Desmopressin	Drug	Desmopressin	CHEBI:4450	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Transient Central Diabetes Insipidus	Transient Central Diabetes Insipidus	PhenotypicFeature	central diabetes insipidus	MONDO:0015790	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	Patient fully recovered
Midazolam	Midazolam	Drug	Midazolam	CHEBI:6931	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Midazolam	Midazolam	Drug	Midazolam	CHEBI:6931	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	Patient improved
Phenobarbital	Phenobarbital	Drug	Phenobarbital	CHEBI:8069	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Phenobarbital	Phenobarbital	Drug	Phenobarbital	CHEBI:8069	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	Patient improved
Leuprolide Acetate Depot	Leuprolide Acetate Depot	Drug	Leuprolide	CHEBI:6427	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Leuprolide Acetate Depot	Leuprolide Acetate Depot	Drug	Leuprolide	CHEBI:6427	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	idiopathic central precocious puberty	idiopathic central precocious puberty	PhenotypicFeature	idiopathic central precocious puberty	MONDO:0015713	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	Patient improved
Levetiracetam	Levetiracetam	Drug	Levetiracetam	CHEBI:6437	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Levetiracetam	Levetiracetam	Drug	Levetiracetam	CHEBI:6437	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	Patient improved
Valproic Acid	Valproic Acid	Drug	Valproic acid	CHEBI:39867	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Valproic Acid	Valproic Acid	Drug	Valproic acid	CHEBI:39867	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	Patient improved
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Failure to thrive	Failure to thrive	PhenotypicFeature	Failure to Thrive	NCIT:C107587	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Short stature	Short stature	PhenotypicFeature	Short stature	HP:0004322	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	G tube fed	G tube fed	PhenotypicFeature	Gastrostomy tube feeding	HP:0011471	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Reflux	Reflux	PhenotypicFeature	Reflux	UMLS:C0232483	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Developmental delays (gross motor, fine motor, speech)	Developmental delays (gross motor, fine motor, speech)	PhenotypicFeature	Global developmental delay	HP:0001263	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Seizures	Seizures	PhenotypicFeature	Seizures	HP:0001250	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Transient Central Diabetes Insipidus	Transient Central Diabetes Insipidus	PhenotypicFeature	central diabetes insipidus	MONDO:0015790	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	PhenotypicFeature	Bitemporal narrowing	HP:0000343	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	PhenotypicFeature	Broad nasal bridge	HP:0003196	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	PhenotypicFeature	Sparse hair	HP:0002298	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	craniofacial and cutaneous features characteristic of CFCS, including bitemporal narrowing, a short broad nose, and sparse and curly hair	PhenotypicFeature	Curly hair	HP:0002212	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	idiopathic central precocious puberty	idiopathic central precocious puberty	PhenotypicFeature	idiopathic central precocious puberty	MONDO:0015713	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	hypernatremia on 2 occasions despite good ability to produce concentrated urine	hypernatremia on 2 occasions despite good ability to produce concentrated urine	PhenotypicFeature	Hypernatremia	HP:0003228	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	asymptomatic hyperprolactinemia	asymptomatic hyperprolactinemia	PhenotypicFeature	hyperprolactinemia	MONDO:0005804	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
BRAF	BRAF	Gene	BRAF	NCBIGene:673	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (with symptoms)	Hypertrophic cardiomyopathy (with symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	Patient improved
Trametinib	Trametinib	Drug	Trametinib	CHEBI:75998	N	applied_to_treat	biolink:applied_to_treat	biolink:ChemicalToDiseaseOrPhenotypicFeatureAssociation	Pulmonary artery dilation	Pulmonary artery dilation	PhenotypicFeature	Pulmonary artery dilatation	HP:0004927	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	Patient died
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypertrophic cardiomyopathy (with symptoms)	Hypertrophic cardiomyopathy (with symptoms)	PhenotypicFeature	hypertrophic cardiomyopathy	MONDO:0005045	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary hypertension	Pulmonary hypertension	PhenotypicFeature	pulmonary hypertension	MONDO:0005149	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Congestive heart failure	Congestive heart failure	PhenotypicFeature	congestive heart failure	MONDO:0005009	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary artery aneurysm	Pulmonary artery aneurysm	PhenotypicFeature	Pulmonary artery aneurysm	HP:0004937	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Posthemorrhagic hydrocephalus	Posthemorrhagic hydrocephalus	PhenotypicFeature	Posthemorrhagic hydrocephalus	UMLS:C1299564	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary artery dilation	Pulmonary artery dilation	PhenotypicFeature	Pulmonary artery dilatation	HP:0004927	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Pulmonary capillary hemangiomatosis	Pulmonary capillary hemangiomatosis	PhenotypicFeature	pulmonary capillary haemangiomatosis	MONDO:0018554	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Mild mitral regurgitation	Mild mitral regurgitation	PhenotypicFeature	mitral valve insufficiency	MONDO:1030008	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Aortic valve with thickened cusps	Aortic valve with thickened cusps	PhenotypicFeature	Thickened aortic valve leaflets	HP:0031561	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
